DATASET_COLORSTRIP

SEPARATOR TAB

DATASET_LABEL	ponA 537
COLOR	#88419d

LEGEND_TITLE	ponA 537
SRR11904955	#b3cde3	Y
SRR11904956	#b3cde3	Y
SRR11904958	#b3cde3	Y
SRR11904959	#b3cde3	Y
SRR11904960	#b3cde3	Y
SRR11904961	#b3cde3	Y
SRR11904962	#b3cde3	Y
SRR11904964	#b3cde3	Y
SRR11904965	#b3cde3	Y
SRR13670004	#b3cde3	Y
SRR8171843	#b3cde3	Y
SRR8171844	#b3cde3	Y
SRR8171877	#b3cde3	Y
SRR8171878	#b3cde3	Y
SRR8171930	#b3cde3	Y
SRR8171984	#b3cde3	Y
SRR8171985	#b3cde3	Y
SRR8171986	#b3cde3	Y
SRR8172005	#b3cde3	Y
SRR8172006	#b3cde3	Y
SRR8172012	#b3cde3	Y
SRR8172038	#b3cde3	Y
SRR8172041	#b3cde3	Y
SRR8172043	#b3cde3	Y
SRR8172044	#b3cde3	Y
SRR8172045	#b3cde3	Y
SRR8172046	#b3cde3	Y
SRR8172073	#b3cde3	Y
SRR8172098	#b3cde3	Y
SRR8172099	#b3cde3	Y
SRR8172100	#b3cde3	Y
SRR8172101	#b3cde3	Y
SRR8172170	#b3cde3	Y
SRR8172308	#b3cde3	Y
SRR8172309	#b3cde3	Y
SRR8172313	#b3cde3	Y
SRR8172345	#b3cde3	Y
SRR8172347	#b3cde3	Y
SRR8172348	#b3cde3	Y
SRR8172356	#b3cde3	Y
SRR8172358	#b3cde3	Y
SRR8833368	#b3cde3	Y
SRR8833380	#b3cde3	Y
SRR8833398	#b3cde3	Y
SRR8833400	#b3cde3	Y
SRR8833401	#b3cde3	Y
SRR8833415	#b3cde3	Y
SRR8833422	#b3cde3	Y
SRR8833423	#b3cde3	Y
SRR8833445	#b3cde3	Y
SRR8833446	#b3cde3	Y
SRR8833447	#b3cde3	Y
SRR8833448	#b3cde3	Y
SRR8833451	#b3cde3	Y
SRR8833457	#b3cde3	Y
SRR8833475	#b3cde3	Y
SRR8833504	#b3cde3	Y
SRR8833510	#b3cde3	Y
SRR8833511	#b3cde3	Y
SRR8833513	#b3cde3	Y
SRR8833514	#b3cde3	Y
SRR8833515	#b3cde3	Y
SRR8833516	#b3cde3	Y
SRR8833517	#b3cde3	Y
SRR8833522	#b3cde3	Y
SRR8833527	#b3cde3	Y
SRR8833536	#b3cde3	Y
SRR8833571	#b3cde3	Y
SRR8833573	#b3cde3	Y
SRR8833598	#b3cde3	Y
SRR8833600	#b3cde3	Y
SRR8833601	#b3cde3	Y
SRR8833602	#b3cde3	Y
SRR8833603	#b3cde3	Y
SRR8833604	#b3cde3	Y
SRR8833605	#b3cde3	Y
SRR8833609	#b3cde3	Y
SRR8833610	#b3cde3	Y
SRR8833611	#b3cde3	Y
SRR8833612	#b3cde3	Y
SRR8833613	#b3cde3	Y
SRR8833651	#b3cde3	Y
SRR8833657	#b3cde3	Y
SRR8833660	#b3cde3	Y
SRR8833661	#b3cde3	Y
SRR8833664	#b3cde3	Y
SRR8833673	#b3cde3	Y
SRR8833675	#b3cde3	Y
SRR8833681	#b3cde3	Y
SRR8833682	#b3cde3	Y
SRR8833683	#b3cde3	Y
SRR8833684	#b3cde3	Y
SRR8833685	#b3cde3	Y
SRR8833686	#b3cde3	Y
SRR8903098	#b3cde3	Y
SRR8903099	#b3cde3	Y
SRR8903100	#b3cde3	Y
SRR8903103	#b3cde3	Y
SRR8903104	#b3cde3	Y
SRR8903105	#b3cde3	Y
SRR8903131	#b3cde3	Y
SRR8903132	#b3cde3	Y
SRR8903133	#b3cde3	Y
SRR8903139	#b3cde3	Y
SRR8903140	#b3cde3	Y
SRR8903141	#b3cde3	Y
SRR8903142	#b3cde3	Y
SRR8903153	#b3cde3	Y
SRR8903154	#b3cde3	Y
SRR8903155	#b3cde3	Y
SRR8903156	#b3cde3	Y
SRR8903161	#b3cde3	Y
SRR8903164	#b3cde3	Y
SRR8903170	#b3cde3	Y
SRR8903171	#b3cde3	Y
SRR8903172	#b3cde3	Y
SRR8903173	#b3cde3	Y
SRR8903198	#b3cde3	Y
SRR8903218	#b3cde3	Y
SRR8903219	#b3cde3	Y
SRR8903220	#b3cde3	Y
SRR8903221	#b3cde3	Y
SRR8903225	#b3cde3	Y
SRR8903226	#b3cde3	Y
SRR8903227	#b3cde3	Y
SRR8903228	#b3cde3	Y
SRR8903265	#b3cde3	Y
SRR8903266	#b3cde3	Y
SRR8903267	#b3cde3	Y
SRR8903271	#b3cde3	Y
SRR8903272	#b3cde3	Y
SRR8903322	#b3cde3	Y
SRR8903323	#b3cde3	Y
SRR8903336	#b3cde3	Y
SRR8903337	#b3cde3	Y
SRR8903338	#b3cde3	Y
SRR8903343	#b3cde3	Y
SRR8903346	#b3cde3	Y
SRR9877696	#b3cde3	Y
SRR9877701	#b3cde3	Y
SRR9877718	#b3cde3	Y
SRR9877719	#b3cde3	Y
SRR9877720	#b3cde3	Y
SRR9877723	#b3cde3	Y
SRR9877735	#b3cde3	Y
SRR9877737	#b3cde3	Y
SRR9877738	#b3cde3	Y
SRR9877739	#b3cde3	Y
SRR9877744	#b3cde3	Y
SRR9877764	#b3cde3	Y
SRR9877765	#b3cde3	Y
SRR9877774	#b3cde3	Y
SRR9877777	#b3cde3	Y
SRR9877779	#b3cde3	Y
SRR9877813	#b3cde3	Y
SRR9877818	#b3cde3	Y
SRR9877819	#b3cde3	Y
SRR9877821	#b3cde3	Y
SRR9877823	#b3cde3	Y
SRR9877857	#b3cde3	Y
SRR9877864	#b3cde3	Y
SRR9877936	#b3cde3	Y
SRR9877937	#b3cde3	Y
SRR9877941	#b3cde3	Y
SRR9877946	#b3cde3	Y
SRR9877951	#b3cde3	Y
SRR9877953	#b3cde3	Y
SRR9878031	#b3cde3	Y
SRR9878032	#b3cde3	Y
SRR9878034	#b3cde3	Y
SRR9878037	#b3cde3	Y
SRR9878038	#b3cde3	Y
SRR9878046	#b3cde3	Y
SRR9878047	#b3cde3	Y
SRR9878050	#b3cde3	Y
SRR9878090	#b3cde3	Y
SRR9878091	#b3cde3	Y
SRR9878109	#b3cde3	Y
SRR9878154	#b3cde3	Y
SRR9878156	#b3cde3	Y
SRR9878166	#b3cde3	Y
SRR9878172	#b3cde3	Y
SRR9878239	#b3cde3	Y
SRR9878309	#b3cde3	Y
SRR9878313	#b3cde3	Y
SRR9878319	#b3cde3	Y
SRR9878334	#b3cde3	Y
SRR11698256	#b3cde3	Y
SRR11698257	#b3cde3	Y
SRR11698258	#b3cde3	Y
SRR11698279	#b3cde3	Y
SRR11698280	#b3cde3	Y
SRR11698281	#b3cde3	Y
SRR11698332	#b3cde3	Y
SRR11698338	#b3cde3	Y
SRR11698355	#b3cde3	Y
SRR11698358	#b3cde3	Y
SRR11698360	#b3cde3	Y
SRR11698361	#b3cde3	Y
SRR11698397	#b3cde3	Y
SRR11698399	#b3cde3	Y
SRR11698400	#b3cde3	Y
SRR11698402	#b3cde3	Y
SRR11698448	#b3cde3	Y
SRR11698461	#b3cde3	Y
SRR11698526	#b3cde3	Y
SRR11698528	#b3cde3	Y
SRR11698530	#b3cde3	Y
SRR11698575	#b3cde3	Y
SRR11698578	#b3cde3	Y
SRR11698579	#b3cde3	Y
SRR11698580	#b3cde3	Y
SRR11698581	#b3cde3	Y
SRR11698599	#b3cde3	Y
SRR11698602	#b3cde3	Y
SRR11698604	#b3cde3	Y
SRR11698605	#b3cde3	Y
SRR11698661	#b3cde3	Y
SRR11698699	#b3cde3	Y
SRR11698720	#b3cde3	Y
SRR11698721	#b3cde3	Y
SRR11698722	#b3cde3	Y
SRR11698724	#b3cde3	Y
SRR11698739	#b3cde3	Y
SRR11698758	#b3cde3	Y
SRR11698782	#b3cde3	Y
SRR11698783	#b3cde3	Y
SRR11698860	#b3cde3	Y
SRR11698880	#b3cde3	Y
SRR11698881	#b3cde3	Y
SRR11699058	#b3cde3	Y
SRR11699086	#b3cde3	Y
SRR11699087	#b3cde3	Y
SRR11699088	#b3cde3	Y
SRR11699089	#b3cde3	Y
SRR11699090	#b3cde3	Y
SRR11699107	#b3cde3	Y
SRR11699108	#b3cde3	Y
SRR11699109	#b3cde3	Y
SRR11699110	#b3cde3	Y
SRR11699111	#b3cde3	Y
SRR11699151	#b3cde3	Y
SRR11724196	#b3cde3	Y
SRR11724217	#b3cde3	Y
SRR11724228	#b3cde3	Y
SRR11724232	#b3cde3	Y
SRR11724234	#b3cde3	Y
SRR11724258	#b3cde3	Y
SRR11724259	#b3cde3	Y
SRR11724279	#b3cde3	Y
SRR11724292	#b3cde3	Y
SRR11724293	#b3cde3	Y
SRR11724294	#b3cde3	Y
SRR11724295	#b3cde3	Y
SRR11724304	#b3cde3	Y
SRR11724305	#b3cde3	Y
SRR11724314	#b3cde3	Y
SRR11724315	#b3cde3	Y
SRR11724316	#b3cde3	Y
SRR11724334	#b3cde3	Y
SRR11724363	#b3cde3	Y
SRR11724364	#b3cde3	Y
SRR11724365	#b3cde3	Y
SRR11724366	#b3cde3	Y
SRR11724369	#b3cde3	Y
SRR11724385	#b3cde3	Y
SRR11724389	#b3cde3	Y
SRR11724390	#b3cde3	Y
SRR11724397	#b3cde3	Y
SRR11724398	#b3cde3	Y
SRR11724442	#b3cde3	Y
SRR11724446	#b3cde3	Y
SRR11724448	#b3cde3	Y
SRR11724449	#b3cde3	Y
SRR11724450	#b3cde3	Y
SRR11724480	#b3cde3	Y
SRR11724483	#b3cde3	Y
SRR11724485	#b3cde3	Y
SRR11724489	#b3cde3	Y
SRR11724497	#b3cde3	Y
SRR11724593	#b3cde3	Y
SRR11724595	#b3cde3	Y
SRR11724637	#b3cde3	Y
SRR11724645	#b3cde3	Y
SRR11724649	#b3cde3	Y
SRR11724652	#b3cde3	Y
SRR11724655	#b3cde3	Y
SRR11724658	#b3cde3	Y
SRR11724675	#b3cde3	Y
SRR11724677	#b3cde3	Y
SRR11724678	#b3cde3	Y
SRR11724680	#b3cde3	Y
SRR11724681	#b3cde3	Y
SRR11724705	#b3cde3	Y
SRR11724711	#b3cde3	Y
SRR11724730	#b3cde3	Y
SRR11724766	#b3cde3	Y
SRR11724769	#b3cde3	Y
SRR11724770	#b3cde3	Y
SRR11724772	#b3cde3	Y
SRR11724775	#b3cde3	Y
SRR11724780	#b3cde3	Y
SRR11724783	#88419d	C
SRR11724787	#b3cde3	Y
SRR11724789	#b3cde3	Y
SRR11724791	#b3cde3	Y
SRR11724795	#b3cde3	Y
SRR11724800	#b3cde3	Y
SRR11724821	#b3cde3	Y
SRR11724822	#b3cde3	Y
SRR11724823	#b3cde3	Y
SRR11724879	#b3cde3	Y
SRR11724905	#b3cde3	Y
SRR11724913	#b3cde3	Y
SRR11724921	#b3cde3	Y
SRR11724934	#b3cde3	Y
SRR11724940	#b3cde3	Y
SRR11724946	#b3cde3	Y
SRR11724948	#b3cde3	Y
SRR11724996	#b3cde3	Y
SRR11725022	#b3cde3	Y
SRR11725024	#b3cde3	Y
SRR11725025	#b3cde3	Y
SRR11725028	#b3cde3	Y
SRR11725050	#b3cde3	Y
SRR11725080	#b3cde3	Y
SRR11725081	#b3cde3	Y
SRR11725082	#b3cde3	Y
SRR11725112	#b3cde3	Y
SRR11725120	#b3cde3	Y
SRR11725121	#b3cde3	Y
SRR11725142	#b3cde3	Y
SRR11725143	#b3cde3	Y
SRR11725144	#b3cde3	Y
SRR11725164	#b3cde3	Y
SRR11725168	#b3cde3	Y
SRR11725193	#b3cde3	Y
SRR11728093	#b3cde3	Y
SRR11728094	#b3cde3	Y
SRR11728095	#b3cde3	Y
SRR11728101	#b3cde3	Y
SRR11728114	#b3cde3	Y
SRR12611594	#b3cde3	Y
SRR12612354	#b3cde3	Y
SRR12612355	#b3cde3	Y
SRR12612389	#b3cde3	Y
SRR12612390	#b3cde3	Y
SRR12612405	#b3cde3	Y
SRR12612408	#b3cde3	Y
SRR12612409	#b3cde3	Y
SRR12612410	#b3cde3	Y
SRR12612433	#b3cde3	Y
SRR12612443	#b3cde3	Y
SRR12612447	#b3cde3	Y
SRR12612457	#b3cde3	Y
SRR12612465	#b3cde3	Y
SRR12612477	#b3cde3	Y
SRR12612485	#b3cde3	Y
SRR12612486	#b3cde3	Y
SRR12612514	#b3cde3	Y
SRR12612523	#b3cde3	Y
SRR12612566	#b3cde3	Y
SRR12612592	#b3cde3	Y
SRR12612594	#b3cde3	Y
SRR12612645	#b3cde3	Y
SRR12612688	#b3cde3	Y
SRR12612717	#b3cde3	Y
SRR12612721	#b3cde3	Y
SRR12612722	#b3cde3	Y
SRR12612740	#b3cde3	Y
SRR12612754	#b3cde3	Y
SRR12612801	#b3cde3	Y
SRR12612848	#b3cde3	Y
SRR12612859	#b3cde3	Y
SRR12612870	#b3cde3	Y
SRR12612874	#b3cde3	Y
SRR12612884	#b3cde3	Y
SRR12612888	#b3cde3	Y
SRR12612889	#b3cde3	Y
SRR16643891	#b3cde3	Y
SRR16643894	#b3cde3	Y
SRR16643895	#b3cde3	Y
SRR16643896	#b3cde3	Y
SRR16643897	#b3cde3	Y
SRR16643898	#b3cde3	Y
SRR16643899	#b3cde3	Y
SRR16643900	#b3cde3	Y
SRR16643901	#b3cde3	Y
SRR16643902	#b3cde3	Y
SRR16643908	#b3cde3	Y
SRR16643909	#b3cde3	Y
SRR16643910	#b3cde3	Y
SRR16643911	#b3cde3	Y
SRR16643912	#b3cde3	Y
SRR16643913	#b3cde3	Y
SRR16643914	#b3cde3	Y
SRR16643917	#b3cde3	Y
SRR16643918	#b3cde3	Y
SRR16643920	#b3cde3	Y
SRR16643921	#b3cde3	Y
SRR16643922	#b3cde3	Y
SRR16643923	#b3cde3	Y
SRR16643924	#b3cde3	Y
SRR16643925	#b3cde3	Y
SRR16643926	#b3cde3	Y
SRR16643928	#b3cde3	Y
SRR16643929	#b3cde3	Y
SRR16643933	#b3cde3	Y
SRR16643935	#b3cde3	Y
SRR16643936	#b3cde3	Y
SRR16643937	#b3cde3	Y
SRR16643939	#b3cde3	Y
SRR16643943	#b3cde3	Y
SRR16643944	#b3cde3	Y
SRR16643945	#b3cde3	Y
SRR16643946	#b3cde3	Y
SRR16643948	#b3cde3	Y
SRR16643950	#b3cde3	Y
SRR16643951	#b3cde3	Y
SRR16643952	#b3cde3	Y
SRR16643953	#b3cde3	Y
SRR16643958	#b3cde3	Y
SRR16643960	#b3cde3	Y
SRR16643961	#b3cde3	Y
SRR16643962	#b3cde3	Y
SRR16643964	#b3cde3	Y
SRR16643965	#b3cde3	Y
SRR16643966	#b3cde3	Y
SRR16643967	#b3cde3	Y
SRR16643968	#b3cde3	Y
SRR16643969	#b3cde3	Y
SRR16643970	#b3cde3	Y
SRR16643972	#b3cde3	Y
SRR16643974	#b3cde3	Y
SRR16643975	#b3cde3	Y
SRR16643976	#b3cde3	Y
SRR16643977	#b3cde3	Y
SRR16643978	#b3cde3	Y
SRR16643979	#b3cde3	Y
SRR16643980	#b3cde3	Y
SRR16643981	#b3cde3	Y
SRR16643982	#b3cde3	Y
SRR16643983	#b3cde3	Y
SRR16643985	#b3cde3	Y
SRR16643988	#b3cde3	Y
SRR16643990	#b3cde3	Y
SRR16643991	#b3cde3	Y
SRR16643992	#b3cde3	Y
SRR16643994	#b3cde3	Y
SRR16643995	#b3cde3	Y
SRR16643996	#b3cde3	Y
SRR16643999	#b3cde3	Y
SRR16644000	#b3cde3	Y
SRR16644001	#b3cde3	Y
SRR16644002	#b3cde3	Y
SRR16644003	#b3cde3	Y
SRR16644004	#b3cde3	Y
SRR16644005	#b3cde3	Y
SRR16644006	#b3cde3	Y
SRR16644007	#b3cde3	Y
SRR16644008	#b3cde3	Y
SRR16644011	#b3cde3	Y
SRR16644012	#b3cde3	Y
SRR16644013	#b3cde3	Y
SRR16644014	#b3cde3	Y
SRR16644015	#b3cde3	Y
SRR16644016	#b3cde3	Y
SRR16644017	#b3cde3	Y
SRR16644018	#b3cde3	Y
SRR16644019	#b3cde3	Y
SRR16644023	#b3cde3	Y
SRR16644025	#b3cde3	Y
SRR16644026	#b3cde3	Y
SRR16644027	#b3cde3	Y
SRR16644031	#b3cde3	Y
SRR16644032	#b3cde3	Y
SRR16644033	#b3cde3	Y
SRR16644036	#b3cde3	Y
SRR16644039	#b3cde3	Y
SRR16644041	#b3cde3	Y
SRR16644042	#b3cde3	Y
SRR16644043	#b3cde3	Y
SRR16644045	#b3cde3	Y
SRR16644046	#b3cde3	Y
SRR16644050	#b3cde3	Y
SRR16644052	#b3cde3	Y
SRR16644054	#b3cde3	Y
SRR16644055	#b3cde3	Y
SRR16644058	#b3cde3	Y
SRR16644059	#b3cde3	Y
SRR16644060	#b3cde3	Y
SRR16644061	#b3cde3	Y
SRR16644067	#b3cde3	Y
SRR16644069	#b3cde3	Y
SRR16644071	#b3cde3	Y
SRR16644072	#b3cde3	Y
SRR16644073	#b3cde3	Y
SRR16644074	#b3cde3	Y
SRR16644075	#b3cde3	Y
SRR16644076	#b3cde3	Y
SRR16644077	#b3cde3	Y
SRR16644078	#b3cde3	Y
SRR16644079	#b3cde3	Y
SRR16644080	#b3cde3	Y
SRR16644081	#b3cde3	Y
SRR16644082	#b3cde3	Y
SRR16644083	#b3cde3	Y
SRR16644084	#b3cde3	Y
SRR16644086	#b3cde3	Y
SRR16644087	#b3cde3	Y
SRR16644088	#b3cde3	Y
SRR16644089	#b3cde3	Y
SRR16644090	#b3cde3	Y
SRR16644091	#b3cde3	Y
SRR16644092	#b3cde3	Y
SRR16644093	#b3cde3	Y
SRR16644094	#b3cde3	Y
SRR16644097	#b3cde3	Y
SRR16644098	#b3cde3	Y
SRR16644099	#b3cde3	Y
SRR16644100	#b3cde3	Y
SRR16644102	#b3cde3	Y
SRR16644105	#b3cde3	Y
SRR16644111	#b3cde3	Y
SRR16644113	#b3cde3	Y
SRR16644117	#b3cde3	Y
SRR16644118	#b3cde3	Y
SRR16644119	#b3cde3	Y
SRR16644120	#b3cde3	Y
SRR16644121	#b3cde3	Y
SRR16644124	#b3cde3	Y
SRR16644125	#b3cde3	Y
SRR16644126	#b3cde3	Y
SRR16644127	#b3cde3	Y
SRR16644128	#b3cde3	Y
SRR16644130	#b3cde3	Y
SRR16644132	#b3cde3	Y
SRR16644133	#b3cde3	Y
SRR16644134	#b3cde3	Y
SRR16644136	#b3cde3	Y
SRR16644138	#b3cde3	Y
SRR16644139	#b3cde3	Y
SRR16644140	#b3cde3	Y
SRR16644141	#b3cde3	Y
SRR16644142	#b3cde3	Y
SRR16644143	#b3cde3	Y
SRR16644145	#b3cde3	Y
SRR16644146	#b3cde3	Y
SRR16644148	#b3cde3	Y
SRR16644149	#b3cde3	Y
SRR16644150	#b3cde3	Y
SRR16644151	#b3cde3	Y
SRR16644152	#b3cde3	Y
SRR16644153	#b3cde3	Y
SRR16644155	#b3cde3	Y
SRR16644156	#b3cde3	Y
SRR16644157	#b3cde3	Y
SRR16644158	#b3cde3	Y
SRR16644159	#b3cde3	Y
SRR16644160	#b3cde3	Y
SRR16644161	#b3cde3	Y
SRR16644162	#b3cde3	Y
SRR16644163	#b3cde3	Y
SRR16644164	#b3cde3	Y
SRR16644165	#b3cde3	Y
SRR16644167	#b3cde3	Y
SRR16644170	#b3cde3	Y
SRR16644171	#b3cde3	Y
SRR16644172	#b3cde3	Y
SRR16644173	#b3cde3	Y
SRR16644176	#b3cde3	Y
SRR16644177	#b3cde3	Y
SRR16644179	#b3cde3	Y
SRR16644180	#b3cde3	Y
SRR16644181	#b3cde3	Y
SRR16644190	#b3cde3	Y
SRR16644195	#b3cde3	Y
SRR16644196	#b3cde3	Y
SRR16644198	#b3cde3	Y
SRR16644201	#b3cde3	Y
SRR16644209	#b3cde3	Y
SRR16644210	#b3cde3	Y
SRR16644211	#b3cde3	Y
SRR16644212	#b3cde3	Y
SRR16644213	#b3cde3	Y
SRR16644215	#b3cde3	Y
SRR16644217	#b3cde3	Y
SRR16644218	#b3cde3	Y
SRR16644220	#b3cde3	Y
SRR16644222	#b3cde3	Y
SRR16644224	#b3cde3	Y
SRR16644226	#b3cde3	Y
SRR16644228	#b3cde3	Y
SRR16644229	#b3cde3	Y
SRR16644230	#b3cde3	Y
SRR16644232	#b3cde3	Y
SRR16644233	#b3cde3	Y
SRR16644234	#b3cde3	Y
SRR16644235	#b3cde3	Y
SRR16644237	#b3cde3	Y
SRR16644238	#b3cde3	Y
SRR16644239	#b3cde3	Y
SRR16644240	#b3cde3	Y
SRR16644241	#b3cde3	Y
SRR16644242	#b3cde3	Y
SRR16644243	#b3cde3	Y
SRR16644244	#b3cde3	Y
SRR16644245	#b3cde3	Y
SRR16644250	#b3cde3	Y
SRR16644251	#b3cde3	Y
SRR16644254	#b3cde3	Y
SRR16644255	#b3cde3	Y
SRR16644256	#b3cde3	Y
SRR16644258	#b3cde3	Y
SRR16644259	#b3cde3	Y
SRR16644264	#b3cde3	Y
SRR16644265	#b3cde3	Y
SRR16644270	#b3cde3	Y
SRR16644272	#b3cde3	Y
SRR16644273	#b3cde3	Y
SRR16644276	#b3cde3	Y
SRR16644278	#b3cde3	Y
SRR16644279	#b3cde3	Y
SRR16644284	#b3cde3	Y
SRR16644285	#b3cde3	Y
SRR16644286	#b3cde3	Y
SRR16644287	#b3cde3	Y
SRR16644288	#b3cde3	Y
SRR16644290	#b3cde3	Y
SRR16644291	#b3cde3	Y
SRR16644292	#b3cde3	Y
SRR16644293	#b3cde3	Y
SRR16644294	#b3cde3	Y
SRR16644295	#b3cde3	Y
SRR16644296	#b3cde3	Y
SRR16644297	#b3cde3	Y
SRR16644298	#b3cde3	Y
SRR16644299	#b3cde3	Y
SRR16644300	#b3cde3	Y
SRR16644301	#b3cde3	Y
SRR16644302	#b3cde3	Y
SRR16644304	#b3cde3	Y
SRR16644305	#b3cde3	Y
SRR16644306	#b3cde3	Y
SRR16644307	#b3cde3	Y
SRR16644309	#b3cde3	Y
SRR16644311	#b3cde3	Y
SRR16644313	#b3cde3	Y
SRR16644315	#b3cde3	Y
SRR16644316	#b3cde3	Y
SRR16644317	#b3cde3	Y
SRR16644318	#b3cde3	Y
SRR16644319	#b3cde3	Y
SRR16644320	#b3cde3	Y
SRR16644321	#b3cde3	Y
SRR16644322	#b3cde3	Y
SRR16644325	#b3cde3	Y
SRR16644326	#b3cde3	Y
SRR16644327	#b3cde3	Y
SRR16644328	#b3cde3	Y
SRR16644329	#b3cde3	Y
SRR16644330	#b3cde3	Y
SRR16644331	#b3cde3	Y
SRR16644333	#b3cde3	Y
SRR16644334	#b3cde3	Y
SRR16644343	#b3cde3	Y
SRR16644344	#b3cde3	Y
SRR16644345	#b3cde3	Y
SRR16644346	#b3cde3	Y
SRR16644348	#b3cde3	Y
SRR16644354	#b3cde3	Y
SRR16644357	#b3cde3	Y
SRR16644359	#b3cde3	Y
SRR16644360	#b3cde3	Y
SRR16644361	#b3cde3	Y
SRR16644362	#b3cde3	Y
SRR16644364	#b3cde3	Y
SRR16644369	#b3cde3	Y
SRR16644370	#b3cde3	Y
SRR16644371	#b3cde3	Y
SRR16644372	#b3cde3	Y
SRR16644373	#b3cde3	Y
SRR16644377	#b3cde3	Y
SRR16644378	#b3cde3	Y
SRR16644379	#b3cde3	Y
SRR16644380	#b3cde3	Y
SRR16644382	#b3cde3	Y
SRR16644384	#b3cde3	Y
SRR16644385	#b3cde3	Y
SRR16644387	#b3cde3	Y
SRR16644388	#b3cde3	Y
SRR16644389	#b3cde3	Y
SRR16644390	#b3cde3	Y
SRR16644391	#b3cde3	Y
SRR16644392	#b3cde3	Y
SRR16644393	#b3cde3	Y
SRR16644394	#b3cde3	Y
SRR16644397	#b3cde3	Y
SRR16644398	#b3cde3	Y
SRR16644399	#b3cde3	Y
SRR16644400	#b3cde3	Y
SRR16644401	#b3cde3	Y
SRR16644402	#b3cde3	Y
SRR16644403	#b3cde3	Y
SRR16644404	#b3cde3	Y
SRR16644405	#b3cde3	Y
SRR16644406	#b3cde3	Y
SRR16644407	#b3cde3	Y
SRR16644408	#b3cde3	Y
SRR16644410	#b3cde3	Y
SRR16644414	#b3cde3	Y
SRR16644418	#b3cde3	Y
SRR16644419	#b3cde3	Y
SRR16644420	#b3cde3	Y
SRR16644421	#b3cde3	Y
SRR16644423	#b3cde3	Y
SRR16644427	#b3cde3	Y
SRR16644428	#88419d	C
SRR16644429	#b3cde3	Y
SRR16644430	#b3cde3	Y
SRR16644431	#b3cde3	Y
SRR16644433	#b3cde3	Y
SRR16644434	#b3cde3	Y
SRR16644435	#b3cde3	Y
SRR16644436	#b3cde3	Y
SRR16644437	#b3cde3	Y
SRR16644440	#b3cde3	Y
SRR16644441	#b3cde3	Y
SRR16644442	#b3cde3	Y
SRR16644445	#b3cde3	Y
SRR16644447	#b3cde3	Y
SRR16644449	#b3cde3	Y
SRR16644451	#b3cde3	Y
SRR16644452	#b3cde3	Y
SRR16644453	#b3cde3	Y
SRR16644454	#b3cde3	Y
SRR16644455	#b3cde3	Y
SRR16644459	#b3cde3	Y
SRR16644469	#b3cde3	Y
SRR16644470	#b3cde3	Y
SRR16644473	#b3cde3	Y
SRR16644477	#b3cde3	Y
SRR16644483	#b3cde3	Y
SRR16644485	#b3cde3	Y
SRR16644486	#b3cde3	Y
SRR16644487	#b3cde3	Y
SRR16644488	#b3cde3	Y
SRR16644490	#b3cde3	Y
SRR16644491	#b3cde3	Y
SRR16644494	#b3cde3	Y
SRR16644495	#b3cde3	Y
SRR16644496	#b3cde3	Y
SRR16644498	#b3cde3	Y
SRR16644499	#b3cde3	Y
SRR16644500	#b3cde3	Y
SRR16644501	#b3cde3	Y
SRR16644503	#b3cde3	Y
SRR16644504	#b3cde3	Y
SRR16644506	#b3cde3	Y
SRR16644508	#b3cde3	Y
SRR16644510	#b3cde3	Y
SRR16644513	#b3cde3	Y
SRR16644514	#b3cde3	Y
SRR16644515	#b3cde3	Y
SRR16644517	#b3cde3	Y
SRR16644518	#b3cde3	Y
SRR16644519	#b3cde3	Y
SRR16644520	#b3cde3	Y
SRR16644521	#b3cde3	Y
SRR16644522	#b3cde3	Y
SRR16644523	#b3cde3	Y
SRR16644524	#b3cde3	Y
SRR16644525	#b3cde3	Y
SRR16644526	#b3cde3	Y
SRR16644528	#b3cde3	Y
SRR16644529	#b3cde3	Y
SRR16644530	#b3cde3	Y
SRR16644531	#b3cde3	Y
SRR16644533	#b3cde3	Y
SRR16644534	#b3cde3	Y
SRR16644535	#b3cde3	Y
SRR16644536	#b3cde3	Y
SRR16644540	#b3cde3	Y
SRR16644543	#b3cde3	Y
SRR16644545	#b3cde3	Y
SRR16644547	#b3cde3	Y
SRR16644548	#b3cde3	Y
SRR16644549	#b3cde3	Y
SRR16644550	#b3cde3	Y
SRR16644551	#b3cde3	Y
SRR16644552	#b3cde3	Y
SRR16644554	#b3cde3	Y
SRR16644555	#b3cde3	Y
SRR16644556	#b3cde3	Y
SRR16644558	#b3cde3	Y
SRR16644559	#b3cde3	Y
SRR16644560	#b3cde3	Y
SRR16644562	#b3cde3	Y
SRR16644563	#b3cde3	Y
SRR16644564	#b3cde3	Y
SRR16644565	#b3cde3	Y
SRR16644567	#b3cde3	Y
SRR16644568	#b3cde3	Y
SRR16644570	#b3cde3	Y
SRR16644571	#b3cde3	Y
SRR16644573	#b3cde3	Y
SRR16644574	#b3cde3	Y
SRR16644576	#b3cde3	Y
SRR16644578	#b3cde3	Y
SRR16644579	#b3cde3	Y
SRR16644580	#b3cde3	Y
SRR16644581	#b3cde3	Y
SRR16644582	#b3cde3	Y
SRR16644585	#b3cde3	Y
SRR16644586	#b3cde3	Y
SRR16644588	#b3cde3	Y
SRR16644589	#b3cde3	Y
SRR16644590	#b3cde3	Y
SRR16644591	#b3cde3	Y
